uid,crop_name,main_stage,sub_stage_name,start_day,end_day,data_source,created_at,updated_at,deleted_at,susceptible_pests,pest_risk_factors,pest_management,susceptible_diseases,disease_risk_factors,disease_management,env_conditions
csk_c561343c-7ef9-413e-b5f8-c70c695d788c,pumpkin,Vegetative Phase,Vine Elongation and Branching,26,45,llm,2026-07-04 08:15:35.280995+00:00,2026-07-04 08:15:35.280995+00:00,,"red pumpkin beetle, fruit fly, aphids, whiteflies","warm and sunny days, weeds around the vines, wet soil under the leaves","Field care: Keep the field free of weeds and gently lift vines off wet soil using dry straw mulch. Natural control: Spray neem oil mixed with mild soapy water on the leaves early in the morning. Spray if needed: Use a mild, farmer-recommended insect spray only on the affected leaves if the damage is high.","powdery mildew, downy mildew, leaf spot","cloudy weather, high humidity, water splashing on leaves, crowded vines","Field care: Pluck and bury infected leaves far away from the field, and water only at the base of the plant. Natural control: Spray a mixture of sour buttermilk and water on the leaves to stop white powdery spots. Spray if needed: Use a basic copper-based medicine spray during a dry afternoon to protect the new growth.","{""uv_index"": ""6-9"", ""temp_max_c"": ""35"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""24-30"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_ba286398-2548-4064-b5f2-a0e7ccf3b489,pumpkin,Flowering and Fruit Set,Appearance of Male and Female Flowers,46,60,llm,2026-07-04 08:15:35.280995+00:00,2026-07-04 08:15:35.280995+00:00,,"red pumpkin beetle, fruit fly, whitefly, aphids","warm sunny days, yellow flowers attracting flies, weeds around the patch, and damp soil under the vines","Field care: Hand-pick and destroy the orange-red beetles in the morning. Hang simple plastic bottles with ripe banana mash and a few drops of poison to trap fruit flies. Natural control: Spray neem oil mixed with soapy water on the leaves. Spray if needed: Use a mild, farmer-recommended insect spray only in the late evening so helpful honeybees are not harmed.","powdery mildew, downy mildew, mosaic virus","cloudy weather, high humidity, water splashing on leaves, and crowded vines that do not get enough sunlight","Field care: Pluck and bury yellow or spotted leaves, and keep the pumpkin fruits off the wet soil using dry straw. Natural control: Spray a mixture of sour buttermilk and water on the leaves to stop white powdery spots. Spray if needed: Spray a basic copper or sulfur powder mixed in water if the leaf spots spread rapidly.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""35-45"", ""optimal_temp_c"": ""24-30"", ""avg_yield_kg_ha"": ""20000-25000"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""70-75"", ""soil_moisture_pct"": ""60-70""}"
csk_f74dd855-10d4-471e-b150-62bcf21ab258,pumpkin,Flowering and Fruit Set,Pollination and Early Fruit Formation,61,75,llm,2026-07-04 08:15:35.280995+00:00,2026-07-04 08:15:35.280995+00:00,,"red pumpkin beetle, fruit fly, whitefly, aphids","warm and humid weather, water pooling near the vines, yellowing leaves, and fallen rotten fruits left in the field","Field care: Keep the pumpkin fruits off the wet soil by placing dry straw or wooden boards under them, and bury any damaged fruits deep in the soil. Natural control: Hang simple plastic bottles with ripe banana mash and a few drops of poison to trap fruit flies, and spray neem oil mixed with soapy water on the leaves. Spray if needed: If the beetle attack is very high, spray a mild insect medicine recommended by your local cooperative during the late evening to protect helpful honeybees.","powdery mildew, downy mildew, fruit rot","cloudy days, heavy morning dew, crowded leaves that do not get sunlight, and watering the plants from above","Field care: Cut away old, yellow, or crowded leaves near the bottom of the plant to let air and sunlight pass through easily. Natural control: Spray a mixture of sour buttermilk diluted in water or use trichoderma bio-powder mixed in cow dung near the roots. Spray if needed: If you see white powdery spots on the leaves, spray a basic copper or sulphur medicine on a clear, sunny morning.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""35-45"", ""optimal_temp_c"": ""24-30"", ""avg_yield_kg_ha"": ""15000-25000"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""60-70"", ""soil_moisture_pct"": ""60-70""}"
csk_e142e34b-d558-4992-910b-756e467f2995,pumpkin,Fruit Development and Maturity,Fruit Growth and Color Change,76,105,llm,2026-07-04 08:15:35.280995+00:00,2026-07-04 08:15:35.280995+00:00,,"pumpkin beetles, fruit flies, whiteflies","warm and humid weather, rotting fallen fruits left in the field, water touching the growing pumpkins",Field care: Place dry straw or wooden plates under growing pumpkins to keep them off the wet soil. Natural control: Hang simple plastic bottles with ripe banana or basil paste to trap fruit flies. Spray if needed: Spray neem oil mixed with mild soap water on the leaves and young fruits during early morning hours.,"powdery mildew, downy mildew, fruit rot","heavy morning dew, cloudy days, crowded vines that do not get enough sunlight and air","Field care: Cut away old, yellowing leaves near the bottom to let air and sunlight reach the fruits. Natural control: Spray a mix of sour buttermilk and water on the leaves to stop white powdery spots. Spray if needed: Spray copper-based medicine or simple baking soda water on the vines if leaves start drying up.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""15"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""35-45"", ""optimal_temp_c"": ""24-30"", ""avg_yield_kg_ha"": ""20000-25000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""70-80"", ""soil_moisture_pct"": ""60-70""}"
csk_6a3f5268-e805-4b30-a1a1-aaea4e533895,pumpkin,Harvesting Phase,Final Ripening and Harvesting,106,120,llm,2026-07-04 08:15:35.280995+00:00,2026-07-04 08:15:35.280995+00:00,,"Fruit fly, pumpkin beetle, red spider mites","Over-ripe pumpkins left on the ground, damp soil under the fruit, and warm, humid weather",Field care: Keep the pumpkins off the wet soil by placing a layer of dry straw or a wooden board underneath them. Natural control: Use simple plastic bottle traps with ripe banana or jaggery to catch fruit flies. Spray if needed: Spray neem oil mixed with mild soapy water on the leaves and fruit if you see beetles chewing the skin.,"Fruit rot, powdery mildew, downy mildew","Water touching the ripening fruit, heavy morning dew, and watering the plants from above late in the evening","Field care: Cut away yellow, dry, or rotting leaves to let sunlight reach the pumpkins and keep the soil dry. Natural control: Spray a mixture of sour buttermilk and water on the leaves to stop white powdery spots. Spray if needed: Spray a simple copper-based medicine on the soil and fruit if you see soft, watery rot spots starting to form.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""15"", ""photoperiod"": ""10-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""0-10"", ""optimal_temp_c"": ""20-30"", ""avg_yield_kg_ha"": ""20000-25000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""75-80"", ""soil_moisture_pct"": ""40-50""}"
csk_ef756ed0-844a-4ccd-a7ab-0242ae14d1c7,coffee,Transplanting & Establishment: Seedlings are transplanted into the main field during the rainy season . They require 3-4 years to reach maturity,Blossoming (March-April),7,10,llm,2026-07-05 01:01:36.361766+00:00,2026-07-05 01:01:36.361766+00:00,,"coffee berry borer, white stem borer, mealybugs","hot and dry weather before the rains, dense shade trees, and unpicked leftover berries from the previous harvest",Field care: Keep the shade balanced to let light in and collect any leftover dry berries from the ground. Natural control: Spray neem oil mixed with soapy water on the stems and branches. Spray if needed: Use a light spray of soapy water to wash away mealybugs if you see them clustering on the new flower buds.,"coffee rust, black rot, damping off","heavy morning mist, high humidity, overcrowded plants, and too much shade",Field care: Prune thick branches to let sunlight reach the center of the plant and clear away fallen leaves. Natural control: Spray a mixture of copper-based powder and water on the leaves to protect them. Spray if needed: Apply a mild copper spray on the underside of the leaves before the heavy monsoon rains begin.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""32"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""18-22"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""20-25"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""70-80"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_de4be8ae-691d-4994-8297-23a22dfa78fa,coffee,"Harvesting : The harvesting of cherries in Karnataka usually begins in November and extends to February.
Fly Picking: Early small-scale picking .
Main Picking: Peak harvesting of ripe red cherries, typically in December",Processing,12,15,llm,2026-07-05 01:01:36.361766+00:00,2026-07-05 01:01:36.361766+00:00,,"coffee berry borer, mealybugs, green scale","leaving overripe or fallen berries on the ground, dense shade, and dry warm weather",Field care: Collect and destroy all fallen and leftover berries from the ground to stop the borer from breeding. Natural control: Use soapy water spray to wash away mealybugs and scale insects. Spray if needed: Use a light neem oil spray on affected bushes to keep the pests away.,"coffee berry rot, black rot, leaf rust","high humidity, wet weather during drying, and keeping harvested cherries in thick, wet heaps for too long","Field care: Spread the harvested cherries thinly on clean drying yards and stir them regularly under the sun. Natural control: Keep the drying area clean and free from old, moldy coffee skins. Spray if needed: Spray a simple copper-based mixture on the bushes if you see rotting berries or leaves.","{""uv_index"": ""5-7"", ""temp_max_c"": ""30"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""18-22"", ""irrigation_mm"": ""0"", ""optimal_temp_c"": ""18-25"", ""avg_yield_kg_ha"": ""800-1200"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""10-15"", ""soil_moisture_pct"": ""30-40""}"
csk_b1b3d78e-4cd6-4833-aa38-bbc438bb1b2b,cantaloupe,Sowing and Establishment,Early Seedling Growth,8,20,llm,2026-07-04 15:03:40.012077+00:00,2026-07-04 15:03:40.012077+00:00,,"red pumpkin beetle, aphids, cutworms","dry soil with hot sunny days, weeds around the young plants, and leaving crop waste from the previous season in the field","Field care: Hand-pick the bright orange beetles from the leaves in the early morning when they are slow. Natural control: Sprinkle wood ash on the young leaves to stop beetles from eating them, or spray neem water mixed with a little soap. Spray if needed: If the damage is very high, spray a mild insect medicine recommended by your local cooperative store on a clear afternoon.","damping-off, collar rot","too much water in the soil, cloudy weather, and sowing seeds too close to each other","Field care: Avoid overwatering and make sure extra water drains out of the field quickly. Natural control: Mix friendly fungus powder like Trichoderma into the soil around the seedlings to protect the roots. Spray if needed: If seedlings start rotting at the base, drench the soil around them with a basic copper medicine mixed in water.","{""uv_index"": ""6-8"", ""temp_max_c"": ""38"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""20-25"", ""irrigation_mm"": ""20-25"", ""optimal_temp_c"": ""24-32"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_8ec9201e-37fe-4f48-9af5-8cbbb0a4c328,cantaloupe,Vegetative Phase,Vine Development and Branching,21,35,llm,2026-07-04 15:03:40.012077+00:00,2026-07-04 15:03:40.012077+00:00,,"red pumpkin beetle, aphids, whiteflies, leaf miners","warm sunny days, dry soil, weeds around the field, and tender new leaves on the growing vines","Field care: Remove weeds regularly and gently loosen the soil around the vines. Natural control: Spray neem oil mixed with soapy water on the leaves, or sprinkle wood ash on the young leaves early in the morning. Spray if needed: Use a mild insecticide recommended by your local cooperative if the beetle damage is severe.","powdery mildew, downy mildew, damping-off","cloudy weather, high humidity, crowded vines, and watering the plants from above","Field care: Water only at the base of the plant and avoid wetting the leaves. Natural control: Spray a mixture of sour buttermilk and water, or use a bio-fungicide like Trichoderma in the soil. Spray if needed: Apply a basic copper-based spray if you see yellow or white spots on the leaves.","{""uv_index"": ""6-9"", ""temp_max_c"": ""38"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""25-35"", ""optimal_temp_c"": ""24-32"", ""avg_yield_kg_ha"": ""0"", ""rel_humidity_pct"": ""50-65"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_2f3ee62b-b4cd-4989-b0de-c5aa7ece44cb,cantaloupe,Flowering and Fruit Set,Male and Female Flower Opening,36,50,llm,2026-07-04 15:03:40.012077+00:00,2026-07-04 15:03:40.012077+00:00,,"red pumpkin beetle, fruit fly, aphids, whiteflies","warm sunny days, yellow flowers attracting flies, weeds around the field, dry soil","Field care: Keep the field clean and remove all weeds. Hang yellow sticky cards to catch small flying pests. Natural control: Spray neem oil mixed with soapy water on the leaves. Spray if needed: Use a mild, safe insect spray on the soil and leaves early in the morning before bees start visiting the flowers.","powdery mildew, downy mildew, fruit rot","cloudy weather, high humidity, water touching the leaves, crowded plants","Field care: Water only at the root level and avoid splashing water on the leaves. Remove any yellow or spotted leaves near the ground. Natural control: Spray sour buttermilk mixed with water on the leaves to prevent white powdery spots. Spray if needed: Use a simple copper-based medicine spray on a clear, sunny day.","{""uv_index"": ""6-9"", ""temp_max_c"": ""40"", ""temp_min_c"": ""18"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""35-45"", ""optimal_temp_c"": ""25-35"", ""avg_yield_kg_ha"": ""15000-20000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
csk_50a84164-a3ed-4939-93e2-1cf58a71bdc7,cantaloupe,Flowering and Fruit Set,Pollination and Early Fruit Setting,45,55,llm,2026-07-04 15:03:40.012077+00:00,2026-07-04 15:03:40.012077+00:00,,"pumpkin beetle, fruit fly, aphids, whitefly","hot and dry days, cloudy weather, water pooling near the plant base, and weeds around the field","Field care: Keep the field clean and remove all weeds. Hang yellow sticky cards to catch flying pests. Natural control: Spray neem oil mixed with soapy water on the leaves. Spray if needed: Use a mild, farmer-approved insect spray from the local store only in the late evening so honeybees are not harmed.","powdery mildew, downy mildew, fruit rot","high humidity, heavy morning dew, crowded leaves, and wet soil touching the young fruits",Field care: Place dry straw or plastic sheets under the growing melons so they do not touch wet soil. Water only at the roots and avoid wetting the leaves. Natural control: Spray sour buttermilk mixed with water or use trichoderma powder in the soil. Spray if needed: Use a basic copper or sulfur powder spray if white or grey spots appear on the leaves.,"{""uv_index"": ""6-10"", ""temp_max_c"": ""40"", ""temp_min_c"": ""18"", ""photoperiod"": ""12-14"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""30-40"", ""optimal_temp_c"": ""25-35"", ""avg_yield_kg_ha"": ""15000-20000"", ""rel_humidity_pct"": ""50-60"", ""harvest_index_pct"": ""0"", ""soil_moisture_pct"": ""60-70""}"
